title,buyer_organization,category,description,region,deadline,budget_min,budget_max,source_url,documents,rfp_number,status,compliance_notes,id,created_date,updated_date,created_by_id,created_by,is_sample
Technical Services and Owner’s Engineer for AIWWTP Ammonia-to-Hydrogen Pilot Facility Technical Services and Owner’s Engineer for AIWWTP Ammonia-to-Hydrogen Pilot Facility View Details,bidsandtenders.ca,engineering,"The work includes to determine the requirements for all phases of a pilot-scale ammonia-to-hydrogen (A2H) system at Annacis Island Wastewater Treatment Plant (AIWWTP, then implement and test the pilot A2H system, to ultimately determine the feasibility of scaling up the A2H process at AIWWTP as detailed in Section 00 24 10 – Scope of Services.",BC,2025-10-16,,,https://metrovancouver.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/a30f7a56-2004-46ad-9280-748fec31c224,"[{""name"": ""24-433 Forms.pdf""}, {""name"": ""24-433 RFP Document""}, {""name"": ""24-433 Appendices""}]",bidsandtenders.ca_24-433,active,,47714b9a36cd4be7b6602a2d,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Pre-Selection of Biomethane System for the Northwest Langley Wastewater Treatment Plant Upgrade Pre-Selection of Biomethane System for the Northwest Langley Wastewater Treatment Plant Upgrade View Details,bidsandtenders.ca,environmental,The supply of materials and/or equipment (collectively the “Materials”) as described in the Specifications and Drawings for one (1) Biomethane System.,BC,2025-10-16,,,https://metrovancouver.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/42c6d652-877c-49e7-afbc-39b64d17e9d6/#Document,"[{""name"": ""24-365 Forms""}, {""name"": ""24-365 RFP Document""}, {""name"": ""24-365 Attachments""}]",bidsandtenders.ca_24-365,active,,5af1b1c4455a4fc9b2c7ef9f,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Construction Services for SE Lagoon Infill for Iona Island Wastewater Treatment Plant (IIWWTP) Projects Construction Services for SE Lagoon Infill for Iona Island Wastewater Treatment Plant (IIWWTP) Projects View Details,bidsandtenders.ca,construction,"The work consists of construction services for infilling the IIWWTP SE Lagoon, including site and subgrade preparation, supply, placement, and compaction of infill material, mechanically stabilized earth (MSE) wall supply and installation, temporary access roads, erosion and sediment control, dewatering and drainage management, settlement monitoring, and full Prime Contractor responsibilities, including site safety and traffic management as detailed in Section 01 11 00 – Summary of Work, all in ...",BC,2025-10-20,,,https://metrovancouver.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/a65c5f54-554c-4a7f-a673-711bc090789a/#Document,"[{""name"": ""24-473 Forms""}, {""name"": ""24-473 RFP Document""}, {""name"": ""24-473 RFP Appendices""}, {""name"": ""24-473 RFP Drawings""}, {""name"": ""24-473 RFP Specifications""}]",bidsandtenders.ca_24-473,active,,bbf286d0434b4181b7d00d79,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Drinking Water Treatment Residuals Management Drinking Water Treatment Residuals Management View Details,bidsandtenders.ca,construction,"The key objective of this SRFEOI is to identify potential DWTR management solutions that will further develop and/or provide diversification of market opportunities for The Corporation's DWTR. Solutions that require significant infrastructure or capital investment, will not be considered under this SRFEOI. The Corporation places a priority on beneficial use projects that offer: Highest beneficial use of the properties of the DWTR Cost competitiveness Environmental, social and financial long term...",BC,2025-12-31,,,https://metrovancouver.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/84ea21c2-da69-4f79-ad63-58238d28c653/#Document,"[{""name"": ""25-036 SRFEOI Document""}]",bidsandtenders.ca_25-036,active,,79ebd4bb65084b5a9be42791,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
~ Northwest Langley Wastewater Treatment Plant Expansion Project ~ Northwest Langley Wastewater Treatment Plant Expansion Project View Details,bidsandtenders.ca,construction,"NOTE: This is an advertisement page only to provide an update to the below noted project with an associated link. There are no documents to upload and no project to register for.Metro Vancouver has posted a Northwest Langley Wastewater Treatment Plant Expansion Project Information Brief and Discussion Guide Pre-Procurement Market Update – August 2025 on our project website. For more information or to connect with the Project team, please visit the project website here.",BC,2025-12-31,,,https://metrovancouver.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/49d9427e-d720-41bc-bd20-3de68a725e75,[],bidsandtenders.ca_Notice_of_Project_Market_Update,active,,3d012081695a495e8e2bfcc2,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Notice of Intent - Sourcewell Cooperative Purchasing Notice of Intent - Sourcewell Cooperative Purchasing View Details,City of Port Moody,engineering,"Notice is hereby given, the City of Port Moody (the City) is a member of Sourcewell and are eligible to procure through the cooperative contracts that are administered by Sourcewell. Sourcewell's cooperative contract purchasing leverage the national purchasing power of more than 50,000 member agencies while also streamlining the required purchasing process. As a national municipal contracting agency, Sourcewell establish and provide nationally leveraged and competitively solicited purchasing con...",BC,2025-12-31,,,https://portmoody.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/c8fb7aaf-44a1-4e8c-bb49-0ab55efdaf4a,"[{""name"": ""NOI24-01""}, {""name"": ""Notice of Intent - Sourcewell Cooperative Purchasing""}]",bidsandtenders.ca_NOI25-02,active,,48914de93de2477eabd41fbd,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Inlet Park Fieldhouse Inlet Park Fieldhouse View Details,City of Port Moody,engineering,"The City of Port Moody is seeking the services of a General Contractor for construction of a new three-storey fieldhouse at Inlet Park, comprised of changerooms, public washrooms, a multi-purpose room, office spaces, viewing deck and ancillary support spaces. The project is designed to achieve Leadership in Energy and Environmental Design (LEED) Gold, Passive House Classic, and Rick Hansen Foundation Accessibility Certification (RHFAC) Gold certifications.",BC,2025-10-09,,,https://portmoody.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/9a15cf0b-4c7c-4542-8749-c9cf6c2bbce9/#Document,"[{""name"": ""Terms & Conditions""}, {""name"": ""Schedule A - Scope of Services""}, {""name"": ""A.1.1 - Project Manual Specifications - Part 1 of 4 - General and Architectural""}, {""name"": ""A.1.2 - Project Manual Specifications - Part 2 of 4 - Mechanical/Plumbing""}, {""name"": ""A.1.3 - Project Manual Specifications - Part 3 of 4 - Electrical""}, {""name"": ""A.1.4 - Project Manual Specifications - Part 4 of 4 - Civil/Landscape""}, {""name"": ""A.2.1 - Architectural Drawings""}, {""name"": ""A.2.2 - Structural Drawings""}, {""name"": ""A.2.3 - Mechanical Drawings""}, {""name"": ""A.2.4 - Fire Protection Drawings""}, {""name"": ""A.2.5 - Electrical Drawings""}, {""name"": ""A.2.6 - Civil/Landscape Drawings""}, {""name"": ""A.2.7 - Civil/Landscape Drawings""}, {""name"": ""Schedule B - Evaluation Criteria""}, {""name"": ""Schedule C - Form of Contract""}, {""name"": ""Schedule D - Contents of Proposal""}, {""name"": ""Schedule E - Reference Material""}, {""name"": ""Reference Material - E1 - Geotechnical Assessment Report, Kontur Geotechnical Consultants (May 26, 2025)""}, {""name"": ""Reference Material - E2 - Building Permit Energy Model Report, reload Sustainable Design (May 27, 2025)""}, {""name"": ""Product Approval Information Form (if applicable, to be submitted using Submit a Question in Bidding System)""}, {""name"": ""IPFH MECH ADDENDUM NO. 1""}, {""name"": ""IPFH ARCH ADDENDUM NO. 1""}]",bidsandtenders.ca_RFP25-02,active,,63be060b0f9e41a68cb15bf1,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
On-Call - CCTV Pipe Inspection Services On-Call - CCTV Pipe Inspection Services View Details,City of Port Moody,maintenance,"The City of Port Moody (the “City”) is inviting qualified and experienced Proponents to submit proposals for the provision of On-Call CCTV Pipe Inspection Services for sanitary sewer sewers, storm sewers, service connections, drainage culverts, and manholes within the City's boundaries. Services will be provided on an “as and when required” basis, in accordance with the terms and conditions described in this Request for Standing Offer (RFSO).",BC,2025-10-15,,,https://portmoody.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/41aea38d-28fa-49e1-bb32-b2dbd3a169cd,"[{""name"": ""RFSO Terms & Conditions""}, {""name"": ""Schedule A - Scope of Services""}, {""name"": ""Schedule B - Evaluation Criteria""}, {""name"": ""Schedule C - Form of Contract""}, {""name"": ""Schedule D - Contents of Proposal""}, {""name"": ""Appendix A - Sanitary and Storm Sewer Condition & CCTV Forms""}, {""name"": ""Appendix B - MMCD Supplemental Specifications""}]",bidsandtenders.ca_RFSO25-14,active,,240c4daa7c184c519b63bb3a,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Consulting Services - North Shore Poverty Reduction Partnership Consulting Services - North Shore Poverty Reduction Partnership View Details,District of North Vancouver,engineering,"The Corporation of the District of North Vancouver (the “District”), on behalf of the North Shore Poverty Reduction Partnership (the “Partnership”), invites Proposals from qualified Consultants with demonstrated experience working with community organizations to build governance structures and systems to tackle poverty reduction. Ideally Proponents will have a strong understanding of North Shore initiatives and a proven ability to work collaboratively with stakeholders aligned with poverty reduc...",BC,2025-10-08,,,https://dnv.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/33f93bbd-97cf-4faa-aed4-28168288ceac,"[{""name"": ""RFP-063-25 - Consulting Services - North Shore Poverty Reduction Partnship""}]",bidsandtenders.ca_RFP-063-25,active,,9020fdfd7fdd46a2be497d81,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Supply and Installation of Synthetic Turf at Handsworth Secondary Supply and Installation of Synthetic Turf at Handsworth Secondary View Details,District of North Vancouver,construction,"The District invites detailed Proposals from well qualified synthetic turf contractors (“Proponents”) with expertise in the supply and installation of infilled synthetic turf systems. The project involves the supply and installation of a synthetic turf surfacing system at Handsworth Secondary School, which is located at 1033 Handsworth Rd, North Vancouver, B.C, Canada. The associated civil work will be completed by others under a separate contract with the District.",BC,2025-10-15,,,https://dnv.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/2677c51e-5813-4a88-a87e-6cf840f7de11/#Document,"[{""name"": ""RFP-048-25 - Supply and Installation of Synthetic Turf at Handsworth Secondary""}]",bidsandtenders.ca_RFP-048-25,active,,dcf183da91c5450ebeac1b47,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Towing & Storage Services Towing & Storage Services View Details,bidsandtenders.ca,environmental,"The Township requires certain towing and storage services for the removal of vehicles including commercial vehicles and other equipment from Township streets and owned property, leased vehicles, and towing and storage services in respect of accidents, breakdowns and other such incidence of improper, accidental or unlawful use of public highways and other public places, as directed by Police or Bylaw Enforcement or Community Patrol Officers In accordance with applicable municipal bylaws and provi...",BC,2025-10-09,,,https://tol.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/2aa332cf-adfc-46c8-98ec-cbc0a41d266b,"[{""name"": ""25-127 TOWING & STORAGE SERVICES""}]",bidsandtenders.ca_25-127,active,,7e8f87dac99f4356a5f65e43,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
NWRFP-25-17 Engineering Operations Works Yard EV Chargers Install NWRFP-25-17 Engineering Operations Works Yard EV Chargers Install View Details,City of New Westminster,engineering,"The City of New Westminster is seeking a qualified electrical contractor to support the ElectricalDivision within the Energy & Climate Action Department in delivering electric vehicle (EV)charging infrastructure project. This initiative supports the City's clean energy and emissionsreduction goals. The work will include all necessary services to supply, install, commission, andreinstate EV charging stations at designated sites.",BC,2025-10-23,,,https://newwestcity.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/1687fe37-6fe8-4b8a-9aeb-12d3dbe5e123/#Document,"[{""name"": ""NWRFP-25-17.pdf""}]",bidsandtenders.ca_NWRFP-25-17,active,,28afe39203c44eb49061d9e1,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Sourcewell and Canoe Procurement Group of Canada Sourcewell and Canoe Procurement Group of Canada View Details,Regional District of Central Okanagan Logo,environmental,"Notice of Intent (“NOI”)Issue date: September 10, 2025Closing date and time: September 9, 2026 at 2:00 pm, local time.TThe Regional District of Central Okanagan intends to participate in one or more procurements conducted by Canoe Procurement Group of Canada and Sourcewell between September 10, 2025 to September 9, 2026. For further information and access to the Canoe tender notices, please review the BC Bid website at www.bcbid.gov.bc.ca. For further information about Canoe, please visit the we...",BC,2026-09-09,,,https://rdco.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/d6bdf1f9-aba1-4c7a-bf0e-6a14e1facb40/#Advertisement,[],bidsandtenders.ca_NOI25-165,active,,1ffb685e1386431398dedeee,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Dam Inspections and Consulting Services Dam Inspections and Consulting Services View Details,City of Nanaimo,engineering,"The purpose of this Request for Proposals is to secure Proposals from qualified Consultants for Dam Inspections and Consulting Services. This Request for Proposal is subject to the New West Partnership Trade Agreement, the Canadian Free Trade Agreement (Chapter 5), and the Canada-European Union Comprehensive Economic and Trade Agreement (Chapter 19).",BC,2025-10-07,,,https://nanaimo.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/a2511b65-27ae-44b5-b526-f5db2dfe5736/#PlanTaker,"[{""name"": ""3960- Dam Inspections and Consulting Services""}, {""name"": ""Appendix A - Consulting Services Agreement""}, {""name"": ""Attachment A - Dam information""}, {""name"": ""Attachment B \u2013 Map of recreational dam locations""}, {""name"": ""3960-Bid Forms""}]",bidsandtenders.ca_3960,active,,70556014cf3d407fa06ba162,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Supply and Deliver Emergency Sleeping Cots Supply and Deliver Emergency Sleeping Cots View Details,City of Nanaimo,maintenance,"The City is seeking to procure emergency sleeping cots to support sheltering efforts during evacuations caused by emergencies and disasters. The objective is to acquire a minimum of 500 sleeping surfaces within a maximum budget of CAD 145,000. The actual quantity ordered will depend on the unit rate proposed by the Successful Proponent, with the goal of maximizing the number of sleeping surfaces that can be procured within the stated budget of CAD 145,000.",BC,2025-10-15,145000.0,145000.0,https://nanaimo.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/761fb558-f6e4-4b42-abf9-e59cfc027f43,"[{""name"": ""4037 Bid Forms""}, {""name"": ""4037 - Supply and Deliver Emergency Sleeping Cots""}, {""name"": ""Appendix A - Agreement for Goods""}]",bidsandtenders.ca_4037,active,,2f115c4fc8ce415aa8d84927,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Supply and Deliver Removable Floor Tiles Supply and Deliver Removable Floor Tiles View Details,City of Prince George,construction,"City of Prince George (the “City) is seeking quotations from Respondents for the supply of removable floor tiles for the Prince George Conference and Civic Centre, covering approximately 18,500 square feet. The removable floor tiles must meet several key performance criteria in addition to being including being a commercial grade product that is compatible with the existing hardwood flooring to ensure suitability for a range of events and exhibitions. The scope of supply must also include approp...",BC,2025-10-15,,,https://princegeorge.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/57612120-d03f-4a1a-bfe3-0d549f1b8c56,"[{""name"": ""Q25-109 Bid Document.pdf""}, {""name"": ""Q25-109 Annex # 3 - Flooring Auditorium Photos""}, {""name"": ""Q25-109 Annex # 4 - Floor Plan""}, {""name"": ""Q25-109 Schedule A - Contract""}, {""name"": ""Q25-109 RFQ Supply and Deliver Removable Floor Tiles""}]",bidsandtenders.ca_Q25-109,active,,57b078cbdf704fa0acfbb6c6,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
Consulting Services: CN Centre Refrigeration and Heating Upgrades Consulting Services: CN Centre Refrigeration and Heating Upgrades View Details,City of Prince George,engineering,"City of Prince George (the “City) invites submissions from qualified Consultants demonstrating their interest, relevant expertise and capability for the design and production of construction drawings and specifications for upgrades to the refrigeration and heating system, as well as the addition to new heat recovery infrastructure. These upgrades aim to improve energy conservation and reduce operating costs at the Prince George CN Centre.The Contract will be completed in the following phases:Hig...",BC,2025-10-16,,,https://princegeorge.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/4eb94c2a-57ed-487c-8691-71defcb2e996/#PlanTaker,"[{""name"": ""P25-068.pdf""}, {""name"": ""P25-068 Consulting Services - CN Centre Refrigeration and Heating Upgrades""}, {""name"": ""Annex 3 - Schedule of Fees""}, {""name"": ""Annex 4 - Heat Recovery and Gas Conservation Study for Prince George CN Centre""}, {""name"": ""Annex 5 - CN Centre Boilers & Cooling Towers Review and Cost""}, {""name"": ""Schedule A - Contract""}]",bidsandtenders.ca_P25-068,active,,c67c4645c39e416886983673,2025-10-07T07:07:52.432534+00:00,2025-10-07T07:07:52.432534+00:00,68d474b503bc9d0a5709ed69,neelansh1624@gmail.com,
